BRANCH_ID,BRANCH_NAME,CREATION_DATE,CREDIT_LIMIT,ACTIVATED,STATUS,STATUS_NAME,DELINQUENCY,LAST_STATEMENT_DATE,NAME,JOINING_FEE,ANNUAL_FEE,LEDGER_BALANCE,AVAILABLE_LIMIT,LAST_PAYMENT_AMOUNT,LAST_PAYMENT_DATE,TOTAL_HOLD,GENDER,DOB,ORGANIZATION,CUSTOMER_TYPE,RIM_NO,CLOSURE_DATE,OVERDUEAMOUNT,NO_OF_CYCLES,FIRST_REPLACED_CARD,SECOND_REPLACED_CARD,THIRD_REPLACED_CARD,Card account status 
1,Cairo Main,2024-12-24,100000,I,CLSB,Closed by Bank,0,2026-02-16,World Elite Card,200,300,-3101.36,96570.66,7489.42,2026-02-11,432.41,M,1989-06-07,Edita Food Industries,Primary,100540,2026-02-17,0.0,14,MC-OLD,VISA-OLD2,,CLSB
1,Cairo Main,2024-12-24,100000,A,NORM,Normal,0,2026-02-14,Travel Rewards Card,200,300,-6784.82,92838.86,8794.58,2026-02-18,1763.37,M,1989-06-07,Edita Food Industries,Primary,100540,,0.0,14,MC-OLD,VISA-OLD2,,NORM
1,Cairo Main,2024-12-24,100000,A,NORM,Normal,0,2026-02-24,Titanium Credit Card,200,300,45243.94,54659.71,7302.17,2026-01-31,670.11,M,1989-06-07,Edita Food Industries,Primary,100540,,0.0,14,MC-OLD,VISA-OLD2,,NORM
7,Luxor,2022-06-22,30000,A,60DA,60 Days Delinquent,60,2026-02-19,Gold Credit Card,100,150,23482.98,6270.58,8220.01,2026-02-01,1676.93,F,1964-02-25,Orascom,Primary,100541,,2987.46,44,,,,60DA
2,Giza,2023-07-04,75000,A,NORM,Normal,0,2026-02-21,Platinum Credit Card,200,1000,21939.42,52587.8,8011.59,2026-02-05,1997.87,M,1973-05-23,Juhayna,Primary,100542,,0.0,32,VISA-OLD,,,NORM
2,Giza,2023-07-04,75000,A,NORM,Normal,0,2026-02-16,Travel Rewards Card,200,1000,41341.23,33601.61,17588.77,2026-02-10,1927.71,M,1973-05-23,Juhayna,Primary,100542,,0.0,32,VISA-OLD,,,NORM
2,Giza,2023-07-04,75000,I,CLSD,Closed,0,2026-02-22,Titanium Credit Card,200,1000,33401.19,41516.26,11151.2,2026-02-04,1121.59,M,1973-05-23,Juhayna,Primary,100542,2026-02-02,0.0,32,VISA-OLD,,,CLSD
5,Tanta,2024-09-24,75000,A,NORM,Normal,0,2026-02-23,Titanium Credit Card,100,500,48446.73,26455.54,3270.83,2026-01-31,481.04,F,1985-04-04,National Bank of Egypt,Primary,100543,,0.0,17,MC-OLD,,,NORM
5,Tanta,2024-09-24,75000,A,NORM,Normal,0,2026-02-15,Cashback Card,100,500,12825.19,62057.12,8192.08,2026-02-20,622.4,F,1985-04-04,National Bank of Egypt,Primary,100543,,0.0,17,MC-OLD,,,NORM
8,Zagazig,2020-07-07,15000,A,NORM,Normal,0,2026-02-14,Business Credit Card,0,300,11093.12,3648.25,4246.79,2026-02-05,531.5,F,1990-05-05,Self Employed,Primary,100544,,0.0,68,VISA-OLD,,,NORM
3,Alexandria,2021-05-15,20000,A,NORM,Normal,0,2026-02-17,Cashback Card,0,1000,8312.97,11642.86,1367.91,2026-02-27,914.74,M,1965-09-24,Government,Secondary,100545,,0.0,58,MC-OLD,,,NORM
9,Ismailia,2022-08-19,10000,A,NORM,Normal,0,2026-02-28,Cashback Card,200,300,770.9,9007.97,365.48,2026-02-16,716.7,F,1979-01-22,Freelancer,Primary,100546,,0.0,43,MC-OLD,,,NORM
9,Ismailia,2022-08-19,10000,A,NORM,Normal,0,2026-02-21,Business Credit Card,200,300,4385.15,5559.4,759.18,2026-02-04,158.94,F,1979-01-22,Freelancer,Primary,100546,,0.0,43,MC-OLD,,,NORM
2,Giza,2023-03-11,15000,A,NORM,Normal,0,2026-02-23,Classic Credit Card,200,300,7068.79,7577.84,3163.71,2026-02-06,1783.26,F,1993-03-20,Orascom,Primary,100547,,0.0,36,VISA-OLD,VISA-OLD2,,NORM
2,Giza,2023-03-11,15000,A,NORM,Normal,0,2026-02-17,Cashback Card,200,300,6989.49,7951.38,4128.45,2026-02-19,1719.5,F,1993-03-20,Orascom,Primary,100547,,0.0,36,VISA-OLD,VISA-OLD2,,NORM
2,Giza,2023-03-11,15000,I,CLSB,Closed by Bank,0,2026-02-17,Business Credit Card,200,300,-300.98,14440.82,3367.54,2026-02-23,1565.39,F,1993-03-20,Orascom,Primary,100547,2026-01-13,0.0,36,VISA-OLD,VISA-OLD2,,CLSB
5,Tanta,2020-02-06,20000,A,NORM,Normal,0,2026-02-21,Cashback Card,200,0,12894.82,6970.37,1052.7,2026-02-17,796.47,F,1975-04-24,Orascom,Primary,100548,,0.0,73,,,,NORM
2,Giza,2019-12-05,100000,I,CNCD,Cancelled,0,2026-02-22,Platinum Credit Card,200,500,29876.36,69747.11,14994.96,2026-01-30,179.01,F,1960-08-05,Freelancer,Primary,100549,,0.0,75,,,,CNCD
2,Giza,2019-12-05,100000,A,NORM,Normal,0,2026-02-21,Travel Rewards Card,200,500,-7133.23,92721.74,18956.5,2026-02-03,629.52,F,1960-08-05,Freelancer,Primary,100549,,0.0,75,,,,NORM
4,Mansoura,2018-03-07,20000,A,FRAD,Fraud,0,2026-02-16,Cashback Card,100,150,15799.59,4023.32,171.97,2026-02-15,461.73,F,1965-01-07,Vodafone Egypt,Secondary,100550,,0.0,97,MC-OLD,,,FRAD
2,Giza,2023-03-14,15000,A,NORM,Normal,0,2026-02-25,Business Credit Card,500,500,-141.83,14557.68,684.84,2026-02-15,1550.87,F,1973-07-01,Self Employed,Primary,100551,,0.0,36,VISA-OLD,VISA-OLD2,,NORM
4,Mansoura,2021-04-22,200000,A,LOST,Lost,0,2026-02-14,World Elite Card,500,500,183421.56,16390.24,54425.83,2026-02-10,1373.98,F,1969-01-11,Microsoft Egypt,Primary,100552,,0.0,59,MC-OLD,VISA-OLD2,,LOST
5,Tanta,2023-06-20,75000,A,30DD,30 Days Delinquent,30,2026-02-23,Business Credit Card,500,150,43816.1,30820.51,8788.02,2026-02-05,1060.75,M,1961-08-29,Self Employed,Primary,100553,,34584.89,32,VISA-OLD,VISA-OLD2,,30DD
6,Assiut,2018-09-18,30000,A,NORM,Normal,0,2026-02-19,Classic Credit Card,200,500,17730.79,11831.83,7539.59,2026-02-10,1261.96,F,1984-10-25,Amazon Egypt,Primary,100554,,0.0,90,,,,NORM
6,Assiut,2018-09-18,30000,A,NORM,Normal,0,2026-02-27,Cashback Card,200,500,21884.79,8018.37,3657.49,2026-02-28,1837.44,F,1984-10-25,Amazon Egypt,Primary,100554,,0.0,90,,,,NORM
6,Assiut,2018-09-18,30000,A,NORM,Normal,0,2026-02-21,Business Credit Card,200,500,14123.27,15841.91,7705.19,2026-02-15,1507.23,F,1984-10-25,Amazon Egypt,Primary,100554,,0.0,90,,,,NORM
8,Zagazig,2022-11-30,20000,A,LOST,Lost,0,2026-02-21,Cashback Card,200,1000,3051.51,16540.37,3371.84,2026-02-08,377.64,F,1975-06-04,Government,Primary,100555,,0.0,39,,,,LOST
7,Luxor,2022-01-15,100000,A,60DA,60 Days Delinquent,60,2026-02-24,Platinum Credit Card,500,150,39755.43,60012.87,24314.13,2026-02-15,1855.91,M,1997-05-15,Orascom,Primary,100556,,1427.95,50,MC-OLD,,,60DA
7,Luxor,2022-01-15,100000,A,NORM,Normal,0,2026-02-26,Travel Rewards Card,500,150,59380.48,40451.83,9146.43,2026-02-06,362.48,M,1997-05-15,Orascom,Primary,100556,,0.0,50,MC-OLD,,,NORM
2,Giza,2022-08-31,100000,A,LOST,Lost,0,2026-02-16,World Elite Card,200,300,16783.72,82909.75,17282.33,2026-02-16,587.37,M,1995-08-05,Juhayna,Primary,100557,,0.0,42,MC-OLD,,,LOST
2,Giza,2022-10-30,10000,I,CLSB,Closed by Bank,0,2026-02-18,Cashback Card,100,500,9300.2,324.01,1305.37,2026-02-13,949.3,F,1975-02-24,Military,Secondary,100558,2026-01-06,0.0,40,,,,CLSB
9,Ismailia,2019-09-12,150000,A,NORM,Normal,0,2026-02-27,World Elite Card,0,0,-13779.0,136215.01,29176.24,2026-02-15,893.66,M,1971-12-31,Military,Secondary,100559,,0.0,78,,VISA-OLD2,,NORM
9,Ismailia,2019-09-12,150000,A,NORM,Normal,0,2026-02-19,Titanium Credit Card,0,0,57600.77,92068.1,26328.4,2026-02-19,468.47,M,1971-12-31,Military,Secondary,100559,,0.0,78,,VISA-OLD2,,NORM
2,Giza,2019-04-29,20000,A,30DD,30 Days Delinquent,30,2026-02-24,Gold Credit Card,500,0,15138.41,4505.79,2535.38,2026-02-02,1818.89,M,1967-06-29,IBM Egypt,Primary,100560,,6834.23,83,,,,30DD
2,Giza,2020-04-06,100000,A,NORM,Normal,0,2026-02-28,World Elite Card,200,300,41073.4,58881.05,1590.62,2026-02-07,889.91,M,1998-01-24,Amazon Egypt,Primary,100561,,0.0,71,,,,NORM
2,Giza,2020-04-06,100000,A,NORM,Normal,0,2026-02-20,Travel Rewards Card,200,300,91425.35,8522.93,19087.74,2026-02-07,675.68,M,1998-01-24,Amazon Egypt,Primary,100561,,0.0,71,,,,NORM
6,Assiut,2020-10-02,15000,A,NORM,Normal,0,2026-02-21,Classic Credit Card,500,500,-320.45,14310.33,3932.81,2026-02-27,1556.37,F,1988-03-26,Government,Secondary,100562,,0.0,65,MC-OLD,,,NORM
1,Cairo Main,2019-08-20,5000,A,LOST,Lost,0,2026-02-20,Classic Credit Card,100,500,1084.11,3774.97,260.6,2026-02-06,1411.23,M,1979-11-08,Government,Primary,100563,,0.0,79,,,,LOST
1,Cairo Main,2019-08-20,5000,A,30DD,30 Days Delinquent,30,2026-02-25,Cashback Card,100,500,4170.12,707.27,1180.76,2026-02-04,1774.0,M,1979-11-08,Government,Primary,100563,,2284.08,79,,,,30DD
1,Cairo Main,2019-08-20,5000,I,CLSC,Closed by Customer,0,2026-02-14,World Elite Card,100,500,560.46,4332.91,538.8,2026-02-23,810.77,M,1979-11-08,Government,Primary,100563,2026-01-15,0.0,79,,,,CLSC
10,Suez,2023-10-31,30000,A,NORM,Normal,0,2026-02-28,Cashback Card,200,300,28296.71,1640.94,8264.74,2026-02-22,829.11,F,1962-08-05,Amazon Egypt,Primary,100564,,0.0,28,,VISA-OLD2,,NORM
10,Suez,2022-07-13,100000,A,NORM,Normal,0,2026-02-14,Platinum Credit Card,500,150,18761.48,81010.35,2875.69,2026-02-06,165.58,F,1966-08-03,El Sewedy Electric,Primary,100565,,0.0,44,MC-OLD,,,NORM
10,Suez,2022-07-13,100000,A,NORM,Normal,0,2026-02-15,Travel Rewards Card,500,150,3638.94,95996.68,28793.58,2026-02-26,1350.27,F,1966-08-03,El Sewedy Electric,Primary,100565,,0.0,44,MC-OLD,,,NORM
10,Suez,2022-07-13,100000,A,NORM,Normal,0,2026-03-01,Business Credit Card,500,150,52424.34,47539.17,14629.24,2026-02-05,1153.72,F,1966-08-03,El Sewedy Electric,Primary,100565,,0.0,44,MC-OLD,,,NORM
7,Luxor,2019-06-01,150000,A,NORM,Normal,0,2026-02-17,World Elite Card,200,150,50602.19,99359.78,11600.78,2026-01-30,763.65,M,1992-07-11,Ministry of Health,Primary,100566,,0.0,82,MC-OLD,VISA-OLD2,,NORM
5,Tanta,2021-05-29,75000,A,30DD,30 Days Delinquent,30,2026-02-28,Platinum Credit Card,200,0,68717.14,5783.18,17060.59,2026-02-21,914.95,M,1970-10-29,Government,Primary,100567,,38603.51,57,,,,30DD
5,Tanta,2018-01-22,100000,A,SUSP,Profit Suspended,120,2026-02-23,World Elite Card,100,500,8108.5,91507.78,28788.58,2026-02-13,1626.67,M,1985-09-04,Edita Food Industries,Primary,100568,,52453.19,98,MC-OLD,VISA-OLD2,,SUSP
5,Tanta,2018-01-22,100000,A,30DD,30 Days Delinquent,30,2026-02-24,Travel Rewards Card,100,500,86310.85,13260.16,7235.26,2026-02-06,1999.98,M,1985-09-04,Edita Food Industries,Primary,100568,,46040.96,98,MC-OLD,VISA-OLD2,,30DD
5,Tanta,2018-01-22,100000,A,30DD,30 Days Delinquent,30,2026-02-14,Titanium Credit Card,100,500,91901.27,7818.95,13754.74,2026-02-05,113.01,M,1985-09-04,Edita Food Industries,Primary,100568,,50407.55,98,MC-OLD,VISA-OLD2,,30DD
5,Tanta,2018-01-22,100000,A,NEW,New,0,2026-02-22,Business Credit Card,100,500,83172.39,16511.35,5177.46,2026-02-18,1862.84,M,1985-09-04,Edita Food Industries,Primary,100568,,0.0,98,MC-OLD,VISA-OLD2,,NEW
4,Mansoura,2022-01-19,100000,A,NORM,Normal,0,2026-03-01,Platinum Credit Card,0,500,68851.26,30785.2,16518.04,2026-02-11,326.85,M,1996-11-28,CIB,Primary,100569,,0.0,50,VISA-OLD,,,NORM
6,Assiut,2023-11-26,75000,A,NORM,Normal,0,2026-02-16,Titanium Credit Card,200,1000,30541.83,43972.38,14981.49,2026-02-27,823.87,F,1990-05-12,Cairo University,Primary,100570,,0.0,27,VISA-OLD,,,NORM
7,Luxor,2019-10-30,15000,A,NORM,Normal,0,2026-02-23,Cashback Card,500,150,7023.0,7796.71,2471.91,2026-02-05,430.02,M,1996-12-14,Government,Primary,100571,,0.0,77,VISA-OLD,,,NORM
1,Cairo Main,2019-10-05,150000,A,NEW,New,0,2026-02-20,World Elite Card,200,1000,142099.82,7670.49,18113.0,2026-02-15,1650.55,F,1993-06-26,IBM Egypt,Primary,100572,,0.0,77,,,,NEW
1,Cairo Main,2019-10-05,150000,A,NORM,Normal,0,2026-03-01,Travel Rewards Card,200,1000,138576.9,11038.83,8501.04,2026-02-28,1986.05,F,1993-06-26,IBM Egypt,Primary,100572,,0.0,77,,,,NORM
1,Cairo Main,2019-10-05,150000,A,NORM,Normal,0,2026-03-01,Classic Credit Card,200,1000,116034.74,33590.63,20115.81,2026-02-02,1621.49,F,1993-06-26,IBM Egypt,Primary,100572,,0.0,77,,,,NORM
6,Assiut,2022-03-14,30000,A,NORM,Normal,0,2026-02-16,Classic Credit Card,500,0,21466.43,8269.71,8271.44,2026-02-12,1410.1,F,1973-09-04,Juhayna,Secondary,100573,,0.0,48,,,,NORM
8,Zagazig,2019-05-17,150000,A,NORM,Normal,0,2026-02-28,World Elite Card,500,300,112194.34,37515.64,22441.97,2026-02-23,1681.31,F,1960-02-04,IBM Egypt,Primary,100574,,0.0,82,MC-OLD,,,NORM
3,Alexandria,2023-03-03,100000,A,90DA,90 Days Delinquent,90,2026-02-21,Platinum Credit Card,500,500,-6312.09,93205.96,15138.21,2026-02-21,1187.74,M,1982-08-23,Freelancer,Secondary,100575,,53462.11,36,,VISA-OLD2,,90DA
1,Cairo Main,2022-12-20,30000,A,30DD,30 Days Delinquent,30,2026-02-16,Cashback Card,200,1000,18784.28,10969.87,8404.83,2026-02-14,352.0,M,1990-01-27,National Bank of Egypt,Primary,100576,,5828.2,38,,,,30DD
1,Cairo Main,2022-12-20,30000,A,NORM,Normal,0,2026-02-21,Classic Credit Card,200,1000,-1133.15,28629.46,7308.67,2026-02-19,789.94,M,1990-01-27,National Bank of Egypt,Primary,100576,,0.0,38,,,,NORM
1,Cairo Main,2022-12-20,30000,A,NORM,Normal,0,2026-02-21,Travel Rewards Card,200,1000,10452.72,19349.7,808.31,2026-02-07,1196.17,M,1990-01-27,National Bank of Egypt,Primary,100576,,0.0,38,,,,NORM
10,Suez,2024-06-20,5000,A,NORM,Normal,0,2026-02-14,Gold Credit Card,0,0,40.56,4460.47,714.94,2026-02-20,700.05,M,1984-04-21,Cairo University,Secondary,100577,,0.0,20,,,,NORM
4,Mansoura,2024-07-01,100000,I,CLSB,Closed by Bank,0,2026-02-25,Platinum Credit Card,0,300,74678.86,25224.22,4474.96,2026-02-18,371.81,F,1997-03-20,National Bank of Egypt,Primary,100578,2026-01-12,0.0,20,,VISA-OLD2,,CLSB
4,Mansoura,2024-07-01,100000,I,CNCD,Cancelled,0,2026-02-28,Travel Rewards Card,0,300,31706.2,67797.95,6501.2,2026-02-21,1690.31,F,1997-03-20,National Bank of Egypt,Primary,100578,,0.0,20,,VISA-OLD2,,CNCD
6,Assiut,2020-11-19,10000,A,NORM,Normal,0,2026-02-18,Cashback Card,100,300,8996.37,875.79,2857.34,2026-02-23,445.36,M,1977-02-18,CIB,Primary,100579,,0.0,64,VISA-OLD,,,NORM
6,Assiut,2020-11-19,10000,A,NORM,Normal,0,2026-02-21,Gold Credit Card,100,300,8560.47,1060.06,2326.68,2026-02-14,78.44,M,1977-02-18,CIB,Primary,100579,,0.0,64,VISA-OLD,,,NORM
6,Assiut,2020-11-19,10000,A,NORM,Normal,0,2026-02-25,Titanium Credit Card,100,300,2517.62,7266.04,1941.89,2026-02-18,543.53,M,1977-02-18,CIB,Primary,100579,,0.0,64,VISA-OLD,,,NORM
6,Assiut,2020-11-19,10000,A,NORM,Normal,0,2026-02-23,Platinum Credit Card,100,300,4025.67,5913.24,1446.56,2026-02-18,1265.75,M,1977-02-18,CIB,Primary,100579,,0.0,64,VISA-OLD,,,NORM
1,Cairo Main,2021-08-25,15000,A,NEW,New,0,2026-02-23,Gold Credit Card,200,150,-1110.61,13529.33,1797.48,2026-02-17,1848.3,F,1987-07-25,Vodafone Egypt,Secondary,100580,,0.0,54,,,,NEW
1,Cairo Main,2021-08-25,15000,A,NORM,Normal,0,2026-02-16,Cashback Card,200,150,13158.58,1744.36,1037.47,2026-02-13,1985.82,F,1987-07-25,Vodafone Egypt,Secondary,100580,,0.0,54,,,,NORM
2,Giza,2020-04-09,20000,A,NORM,Normal,0,2026-02-24,Gold Credit Card,500,0,9188.59,10633.93,4639.98,2026-02-16,1541.56,F,1962-04-29,Military,Primary,100581,,0.0,71,VISA-OLD,VISA-OLD2,,NORM
2,Giza,2020-04-09,20000,A,NORM,Normal,0,2026-02-22,Cashback Card,500,0,936.07,18670.67,2983.75,2026-02-01,353.43,F,1962-04-29,Military,Primary,100581,,0.0,71,VISA-OLD,VISA-OLD2,,NORM
7,Luxor,2023-06-07,5000,A,NORM,Normal,0,2026-02-22,Classic Credit Card,0,150,2543.58,2405.42,1076.19,2026-02-21,1649.1,M,1962-12-08,Amazon Egypt,Primary,100582,,0.0,33,VISA-OLD,,,NORM
7,Luxor,2023-06-07,5000,A,60DA,60 Days Delinquent,60,2026-02-20,Cashback Card,0,150,3250.5,1722.9,213.86,2026-02-10,415.23,M,1962-12-08,Amazon Egypt,Primary,100582,,1858.05,33,VISA-OLD,,,60DA
2,Giza,2023-08-12,20000,I,CLSD,Closed,0,2026-02-21,Classic Credit Card,500,1000,-1285.38,18343.09,1146.52,2026-02-28,1773.78,F,1997-12-17,Banque Misr,Primary,100583,2026-02-17,0.0,31,VISA-OLD,VISA-OLD2,,CLSD
5,Tanta,2019-11-17,5000,A,NORM,Normal,0,2026-02-23,Gold Credit Card,500,300,149.9,4536.73,800.06,2026-01-31,734.27,M,1989-04-17,Orange Egypt,Primary,100584,,0.0,76,MC-OLD,,,NORM
5,Tanta,2019-11-17,5000,A,NEW,New,0,2026-02-14,Cashback Card,500,300,4583.4,352.66,1336.28,2026-02-08,1251.87,M,1989-04-17,Orange Egypt,Primary,100584,,0.0,76,MC-OLD,,,NEW
5,Tanta,2019-11-17,5000,A,NORM,Normal,0,2026-02-18,Titanium Credit Card,500,300,1939.89,2840.17,1129.11,2026-02-10,1374.17,M,1989-04-17,Orange Egypt,Primary,100584,,0.0,76,MC-OLD,,,NORM
1,Cairo Main,2023-12-28,200000,A,NORM,Normal,0,2026-03-01,Platinum Credit Card,200,500,179390.29,20324.03,53618.73,2026-02-16,1305.1,M,1967-03-29,National Bank of Egypt,Primary,100585,,0.0,26,,,,NORM
5,Tanta,2023-01-29,30000,A,NORM,Normal,0,2026-02-20,Gold Credit Card,500,1000,8640.17,21006.82,6551.16,2026-02-19,1382.32,F,1993-10-06,Elsewedy Capital,Primary,100586,,0.0,37,,,,NORM
5,Tanta,2023-01-29,30000,A,NORM,Normal,0,2026-02-22,Cashback Card,500,1000,12418.23,17233.41,4172.11,2026-02-03,1337.43,F,1993-10-06,Elsewedy Capital,Primary,100586,,0.0,37,,,,NORM
10,Suez,2018-01-18,5000,A,NORM,Normal,0,2026-02-15,Cashback Card,500,500,-341.88,4554.99,297.33,2026-02-24,1939.44,M,1981-05-17,Orascom,Primary,100587,,0.0,98,,VISA-OLD2,,NORM
1,Cairo Main,2022-12-29,10000,I,CNCD,Cancelled,0,2026-02-23,Gold Credit Card,0,0,3501.1,6234.24,789.22,2026-02-09,1923.11,F,1997-04-28,IBM Egypt,Primary,100588,,0.0,38,,,,CNCD
1,Cairo Main,2022-12-29,10000,A,NORM,Normal,0,2026-02-28,Titanium Credit Card,0,0,4838.97,4843.2,662.85,2026-02-10,913.63,F,1997-04-28,IBM Egypt,Primary,100588,,0.0,38,,,,NORM
1,Cairo Main,2022-12-29,10000,I,CLSC,Closed by Customer,0,2026-02-23,Cashback Card,0,0,3921.87,5619.99,633.68,2026-02-07,1386.77,F,1997-04-28,IBM Egypt,Primary,100588,2026-01-17,0.0,38,,,,CLSC
1,Cairo Main,2022-12-29,10000,A,NORM,Normal,0,2026-02-16,Platinum Credit Card,0,0,732.3,8970.77,2891.86,2026-02-17,1595.74,F,1997-04-28,IBM Egypt,Primary,100588,,0.0,38,,,,NORM
1,Cairo Main,2018-03-23,30000,A,SUSP,Profit Suspended,120,2026-02-17,Cashback Card,200,150,18449.46,11186.8,3923.21,2026-02-28,1753.9,M,1969-12-08,IBM Egypt,Secondary,100589,,2735.92,96,,,,SUSP
5,Tanta,2024-10-18,20000,A,60DA,60 Days Delinquent,60,2026-02-15,Cashback Card,500,0,9004.17,10676.88,1338.92,2026-02-16,595.33,F,1982-02-08,Vodafone Egypt,Primary,100590,,9325.25,16,VISA-OLD,,,60DA
9,Ismailia,2024-05-06,200000,A,NORM,Normal,0,2026-02-16,World Elite Card,100,1000,-339.74,199511.34,14796.79,2026-02-10,1119.03,F,1968-09-09,Cairo University,Primary,100591,,0.0,22,,VISA-OLD2,,NORM
10,Suez,2024-04-13,100000,A,NORM,Normal,0,2026-02-22,World Elite Card,200,0,54641.97,44912.74,15832.11,2026-02-28,370.4,F,1971-05-06,Vodafone Egypt,Primary,100592,,0.0,22,MC-OLD,,,NORM
10,Suez,2024-04-13,100000,A,NORM,Normal,0,2026-02-19,Titanium Credit Card,200,0,39318.79,60596.76,10574.09,2026-02-25,1518.74,F,1971-05-06,Vodafone Egypt,Primary,100592,,0.0,22,MC-OLD,,,NORM
10,Suez,2024-04-13,100000,A,NORM,Normal,0,2026-02-16,Cashback Card,200,0,61085.48,38767.04,6835.56,2026-02-10,1207.43,F,1971-05-06,Vodafone Egypt,Primary,100592,,0.0,22,MC-OLD,,,NORM
4,Mansoura,2021-02-12,75000,A,NEW,New,0,2026-02-18,Platinum Credit Card,0,150,64710.11,10145.37,7208.66,2026-02-22,1488.2,F,1962-02-08,Ministry of Health,Secondary,100593,,0.0,61,,,,NEW
3,Alexandria,2021-06-27,10000,A,NORM,Normal,0,2026-02-23,Gold Credit Card,200,300,3572.54,6096.2,223.46,2026-02-17,116.42,M,1974-10-08,CIB,Primary,100594,,0.0,56,,,,NORM
1,Cairo Main,2021-09-28,150000,A,NORM,Normal,0,2026-02-27,Platinum Credit Card,0,0,-10068.46,139856.73,706.51,2026-02-01,292.94,M,1996-11-08,Elsewedy Capital,Secondary,100595,,0.0,53,VISA-OLD,,,NORM
1,Cairo Main,2021-09-28,150000,A,SUSP,Profit Suspended,120,2026-02-24,Travel Rewards Card,0,0,58669.5,91228.49,15791.58,2026-02-21,781.04,M,1996-11-08,Elsewedy Capital,Secondary,100595,,60597.55,53,VISA-OLD,,,SUSP
1,Cairo Main,2021-09-28,150000,A,SUSP,Profit Suspended,120,2026-02-23,Cashback Card,0,0,17269.82,132377.94,12828.65,2026-02-05,1009.98,M,1996-11-08,Elsewedy Capital,Secondary,100595,,17136.93,53,VISA-OLD,,,SUSP
2,Giza,2019-06-07,5000,A,NORM,Normal,0,2026-02-17,Cashback Card,500,0,622.59,3887.57,7.63,2026-02-15,192.08,M,1995-02-08,Freelancer,Primary,100596,,0.0,81,MC-OLD,,,NORM
5,Tanta,2022-04-12,75000,A,NORM,Normal,0,2026-02-16,Titanium Credit Card,0,500,40002.64,34846.18,8917.43,2026-02-12,1940.37,F,1998-02-15,CIB,Primary,100597,,0.0,47,VISA-OLD,VISA-OLD2,,NORM
5,Tanta,2022-04-12,75000,A,NORM,Normal,0,2026-02-25,Gold Credit Card,0,500,27336.26,47175.66,9300.38,2026-02-05,608.41,F,1998-02-15,CIB,Primary,100597,,0.0,47,VISA-OLD,VISA-OLD2,,NORM
10,Suez,2021-10-23,5000,A,90DA,90 Days Delinquent,90,2026-02-23,Cashback Card,100,0,3561.13,1160.06,996.71,2026-02-06,1028.2,M,1964-07-17,Freelancer,Primary,100598,,1927.55,53,,VISA-OLD2,,90DA
4,Mansoura,2019-06-01,150000,A,NEW,New,0,2026-02-16,Platinum Credit Card,100,150,84240.9,65619.4,35773.17,2026-02-13,1573.78,M,1985-09-17,Talaat Moustafa Group,Primary,100599,,0.0,82,,VISA-OLD2,,NEW
7,Luxor,2022-01-05,30000,A,NEW,New,0,2026-02-16,Classic Credit Card,200,300,-2268.92,27632.17,2633.72,2026-02-25,1875.42,F,1983-01-07,Cairo University,Secondary,100600,,0.0,50,MC-OLD,VISA-OLD2,,NEW
7,Luxor,2022-01-05,30000,A,60DA,60 Days Delinquent,60,2026-02-20,Cashback Card,200,300,17848.46,11832.29,3150.63,2026-02-28,981.68,F,1983-01-07,Cairo University,Secondary,100600,,10286.47,50,MC-OLD,VISA-OLD2,,60DA
7,Luxor,2022-01-05,30000,A,NORM,Normal,0,2026-02-20,Titanium Credit Card,200,300,5564.85,24217.49,2294.47,2026-02-10,987.52,F,1983-01-07,Cairo University,Secondary,100600,,0.0,50,MC-OLD,VISA-OLD2,,NORM
3,Alexandria,2020-08-30,150000,A,NORM,Normal,0,2026-02-28,Platinum Credit Card,100,0,136263.24,13619.86,33489.01,2026-02-14,1572.76,F,1962-07-28,Ministry of Health,Primary,100601,,0.0,66,VISA-OLD,,,NORM
3,Alexandria,2020-08-30,150000,A,LOST,Lost,0,2026-03-01,Travel Rewards Card,100,0,36279.15,113470.26,29663.14,2026-02-10,777.98,F,1962-07-28,Ministry of Health,Primary,100601,,0.0,66,VISA-OLD,,,LOST
3,Alexandria,2020-08-30,150000,A,NORM,Normal,0,2026-02-20,Business Credit Card,100,0,140510.16,9213.28,33306.75,2026-02-14,885.09,F,1962-07-28,Ministry of Health,Primary,100601,,0.0,66,VISA-OLD,,,NORM
10,Suez,2021-09-18,200000,A,NEW,New,0,2026-02-15,Platinum Credit Card,0,500,173696.25,26033.88,16406.34,2026-02-21,1630.58,M,1991-01-22,Cairo University,Secondary,100602,,0.0,54,,,,NEW
10,Suez,2021-09-18,200000,A,NORM,Normal,0,2026-02-23,Travel Rewards Card,0,500,107308.34,92490.02,30201.83,2026-02-18,790.14,M,1991-01-22,Cairo University,Secondary,100602,,0.0,54,,,,NORM
10,Suez,2021-09-18,200000,A,60DA,60 Days Delinquent,60,2026-02-17,Titanium Credit Card,0,500,-7870.85,192009.28,16825.13,2026-02-10,1604.43,M,1991-01-22,Cairo University,Secondary,100602,,61624.73,54,,,,60DA
10,Suez,2021-09-18,200000,A,LOST,Lost,0,2026-02-22,Cashback Card,0,500,14733.91,184800.92,21499.62,2026-02-19,1056.78,M,1991-01-22,Cairo University,Secondary,100602,,0.0,54,,,,LOST
